geoid,county,rent_cost,housing_mortgage,medincome,commuter,pop_housing,totpop,HHsize,HH,HousingUnits,OwnerUnits,RentalUnits,vehicle,public_transit,drivealone
484910208041,491,1259,2205,105653,1756,3383,3383,2.87,1179,1433,626,553,2333.0,0,1420
484910208042,491,0,2213,110208,530,1359,1359,4.44,306,306,284,22,,0,368
484910208043,491,0,2816,170038,1027,1754,1754,4.01,437,452,421,16,,0,900
484910208044,491,2167,2454,151729,1543,3085,3085,3.37,915,915,839,76,2021.0,0,1296
484910208045,491,0,2450,176583,976,2107,2107,3.25,649,761,633,16,,0,708
484910208051,491,1593,1624,87405,1611,2924,2924,3.27,893,1038,717,176,1961.0,0,1349
484910208052,491,1422,1571,70563,1598,3086,3086,3.35,921,1135,711,210,1805.0,0,1405
484910208053,491,0,1981,86042,1478,2967,2967,3.38,878,878,797,81,2124.0,0,1320
484910208061,491,0,2163,107188,1657,2814,2814,3.02,931,1054,909,22,,10,1342
484910208062,491,1775,2282,130481,3014,6180,6180,3.84,1610,1679,1489,121,3375.0,0,2220
484910208071,491,0,1541,70891,589,916,916,2.73,335,335,293,42,610.0,0,512
484910208072,491,1476,1703,96556,1488,2633,2633,3.74,704,704,590,114,1490.0,0,1068
484910208073,491,1942,1572,67550,861,1797,1797,3.11,577,633,471,106,1263.0,0,599
484910208074,491,1697,1659,83902,3114,5778,5778,3.56,1622,1687,1467,155,3615.0,0,2349
484910208081,491,853,2234,65625,378,814,814,3.13,260,286,179,81,567.0,0,356
484910208082,491,1078,2382,70703,382,983,991,4.03,244,282,143,101,521.0,0,363
484910208091,491,0,2227,124138,465,1063,1063,3.62,294,294,292,2,,0,374
484910208092,491,1594,1499,74464,2399,4750,4750,3.41,1391,1391,1248,143,2679.0,0,1938
484910208093,491,1331,1725,53056,987,2265,2265,3.47,652,652,445,207,1421.0,0,844
484910209001,491,876,1474,91944,514,827,827,2.81,294,340,248,46,679.0,0,470
484910209002,491,1150,1158,70750,330,793,793,3.95,201,247,150,51,439.0,0,282
484910209003,491,1018,1836,73424,601,1080,1080,2.75,393,474,325,68,842.0,13,516
484910209004,491,918,1571,73542,537,1315,1330,3.42,385,404,323,62,971.0,0,429
484910210001,491,625,1326,32778,476,846,846,3.0,282,301,123,159,374.0,0,397
484910210002,491,937,1514,53250,620,1278,1278,3.24,394,519,304,90,837.0,0,514
484910210003,491,1065,995,31176,284,796,1083,3.02,264,326,196,68,475.0,0,243
484910211001,491,1052,1554,60083,627,1318,1323,3.35,394,478,169,225,691.0,0,533
484910211002,491,1034,1143,60227,711,1687,1687,3.51,480,524,277,203,947.0,0,542
484910212011,491,1464,1333,70492,1110,2119,2122,2.79,760,812,660,100,1473.0,0,859
484910212012,491,0,1481,41688,271,745,745,2.47,302,302,248,54,,0,216
484910212021,491,706,1615,56815,1228,2730,2730,2.79,979,983,639,340,1894.0,10,1023
484910212022,491,1250,1399,65795,622,1223,1223,2.9,421,432,361,60,826.0,0,533
484910212031,491,875,1444,36467,588,1148,1227,2.26,509,509,180,329,886.0,0,428
484910212032,491,1016,1404,57656,445,1046,1046,3.32,315,321,270,45,,0,395
484910212033,491,903,1839,0,307,807,807,2.74,295,351,169,126,458.0,0,285
484910213001,491,643,1055,33409,300,694,1329,3.18,218,239,168,50,437.0,0,262
484910213002,491,735,1257,42031,280,488,639,2.82,173,180,113,60,308.0,0,194
484910213003,491,1019,1178,47917,286,564,564,2.42,233,267,192,41,510.0,0,231
484910213004,491,825,1672,56806,359,821,821,2.44,337,399,286,51,687.0,0,306
484910214011,491,1718,1313,68229,659,682,1657,2.52,271,271,166,105,647.0,0,363
484910214012,491,1664,1801,92024,2548,4562,4631,3.45,1324,1379,1124,200,2599.0,0,1917
484910214013,491,0,1742,91979,959,1855,1855,3.31,560,560,509,51,,0,779
484910214014,491,1394,1393,81638,2728,5169,5169,3.67,1410,1477,1127,283,2958.0,0,2084
484910214021,491,1403,1125,59231,961,1616,1687,2.57,628,700,140,488,944.0,0,851
484910214022,491,1133,1268,62500,502,1001,1599,2.3,436,462,238,198,577.0,0,352
484910214023,491,918,0,34271,102,255,255,1.49,171,260,94,77,216.0,0,102
484910214024,491,1015,0,30556,427,1355,1509,2.34,578,626,63,515,,0,301
484910214031,491,1298,2013,75541,2825,5268,5268,3.2,1644,1670,1049,595,3251.0,11,2316
484910214032,491,1058,1395,51006,638,1404,1404,3.37,417,451,270,147,756.0,0,412
484910214033,491,0,1713,74881,285,642,642,2.34,274,274,232,42,,0,242
484910215021,491,1294,1443,58597,2642,5018,5018,3.56,1411,1512,732,679,2752.0,0,2055
484910215022,491,1607,1299,53292,730,1275,1275,4.18,305,332,217,88,679.0,0,502
484910215031,491,1125,1492,50370,1326,2185,2456,2.71,807,881,173,634,1365.0,0,960
484910215032,491,990,1441,63958,1823,2468,2468,2.49,992,1021,410,582,1843.0,35,1425
484910215041,491,1214,2358,80731,971,1991,1991,2.79,713,828,278,435,1207.0,0,713
484910215042,491,1446,2432,100063,1373,2207,2207,2.63,840,995,569,271,1659.0,13,1155
484910215043,491,1477,2598,119185,1715,3473,3478,3.65,951,1091,661,290,2089.0,0,1442
484910215051,491,1728,1627,78472,838,1666,1666,3.68,453,453,238,215,867.0,0,614
484910215052,491,1513,1355,82765,1607,3001,3001,3.24,927,1171,356,571,1732.0,0,1180
484910215053,491,1699,1482,93946,1938,3474,3474,3.82,909,959,773,136,1984.0,0,1686
484910215061,491,1746,1644,80938,1000,1987,1987,3.65,545,560,463,82,1163.0,0,794
484910215062,491,1707,1747,97240,928,1727,1727,3.42,505,510,452,53,1181.0,0,822
484910215071,491,1342,1632,61897,3494,5970,5970,2.41,2476,3018,306,2170,3741.0,0,3196
484910215072,491,1137,1722,81603,1731,3231,3267,2.87,1126,1157,962,164,2283.0,131,1467
484910215073,491,1683,1583,85934,2157,3703,3703,3.74,991,1074,734,257,2118.0,43,1540
484910215081,491,1627,1792,109000,1327,3234,3234,3.98,812,812,727,85,1685.0,0,984
484910215082,491,1300,1588,72557,1726,2488,2516,2.53,985,1077,236,749,1908.0,0,1582
484910215083,491,1930,1604,93286,1463,2529,2529,3.47,728,802,520,208,1489.0,0,1260
484910216011,491,866,1443,82344,522,900,900,3.53,255,268,182,73,666.0,0,357
484910216012,491,0,1820,49545,270,719,719,3.99,180,203,171,9,,0,262
484910216013,491,1298,1424,72292,1846,3475,3475,3.03,1145,1245,912,233,2366.0,0,1698
484910216021,491,862,1713,72153,823,1953,1953,4.23,462,493,372,90,1170.0,0,635
484910216022,491,847,1164,70476,392,879,879,2.78,316,342,276,40,747.0,0,348
484910216031,491,763,1250,83438,299,518,518,2.63,197,225,160,37,504.0,0,204
484910216032,491,1739,1524,91000,465,910,910,3.05,298,350,234,64,692.0,0,369
